keywords,region,sector,document_url,country,date_posted,project_type,title,summary,seeking_support,meta_organization,meta_category,meta_collected_date,meta_base_url
"asia and the pacific, energy, italy, mitigation, solomon islands",Asia and the Pacific,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/0374c52f9f014143ae79d892e889c451/7c4f54b9d6be4b8f86d9396abc6c602a.pdf,Italy, 2013,National communication / Biennial report,Application of small scale solar lighting system,"Table 8 Provision of technology development and transfer support a,b ITA_BR1_v3.0 Recipient country and/or region Targeted area Measures and activities related to technology transfer Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d China China Mexico Multilateral / UNIDO Mitigation and Adaptation Mitigation and Adaptation Mitigation Mitigation Multilateral / UNDP Mitigation Brazil Mitigation Papua New Guinea Mitigation CCS Technologies studies; geological investigation, data colelction and interpretation; emission sources investigation and analysis Design, demostration and validation of an open platform for data sharing; Processing and management for urban sustainable transportation Application of solar energy for  food refrigeration Promotion of best practies in energy efficiency sector. Identification and mobilization of technical assistance measures and support  to the implementation of  environmentally-sound investment and energy-efficient technology. Promotion of best available technologies for tackling climate change Application of solar heating for industrial process, in the  Pirelli plant based in Feira de Santana. Application of direct steam generation at plant. Application of a medium temperature solar collector receiver tube-based high-efficiency selective coating DSG with high performance Installation of three mini PV solar systems, a mini hydro project, a biodiesel project and several training activities Other (Carbon capture and storage) Public Private and Public Implemented Transport Public Public Implemented Energy, Agriculture Public Private and Public Implemented Energy Public Public Implemented Other (Cross cutting) Public Public Implemented Energy Private and Public Private and Public Implemented Energy Public Public Planned Pacific Small Islands - Kiribati Pacific Small Islands - Kiribati Adaptation Mitigation Pacific Small Islands - Micronesia Mitigation Pacific Small Islands - Salomon Islands Mitigation Installation of solar pump system Other (Water) Setting up and checking of wind sensors on the Tower; Training of Government Representatives Installation of four photovoltaic (PV) power systems; data sharing.   Application of small scale solar lighting system Energy Energy Energy Public Public Public Public Public Public Public Public Implemented Implemented Implemented Implemented a   To be reported to the extent possible. b   The tables should include measures and activities since the last national communication or biennial report.",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, african countries, asia and the pacific, energy, indonesia, netherlands, poverty reduction, projects, renewable energies","Africa, Asia and the Pacific",Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/efa20d3dbb404de480e56032b8538c2d/485556dcbf8e40628499e8220e3b7edc.pdf,Netherlands, 2013,National communication / Biennial report,Promoting Renewable Energies Programme (PREP),,False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, dutch development bank, economic capital, international development, ldcs, least developed countries, netherlands, projects, renewable energies, sub-saharan africa",Africa,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/16cabc0e72d54c5eb96acc9b391d9d57/bfa7d8da392242e48a651bcfa78a65d3.pdf,Netherlands, 2013,National communication / Biennial report,"Access to Energy Fund (AEF), FMO (Finance for Development)",,False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"asia and the pacific, bangladesh, biogas technologies, cambodia, domestic heating, lao pdr, netherlands, lao people's democratic republic, projects, renewable energies, viet nam",Asia and the Pacific,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/2a2a42d7873a4530b60082e6ae88fd5a/e06e20d6bab446be93f478b0731f2bcf.pdf,Netherlands, 2013,National communication / Biennial report,Asia Biogas Programme,,False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, biogas, biogas technologies, burkina faso, domestic heating, energy, ethiopia, kenya, netherlands, partnerships, projects, renewable energies, sustainable livelihoods approaches, tanzania, uganda",Africa,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/025be8821e3e4a4f94979db104e2d720/65bcc1306b7e44e39d12d32633a5f0ab.pdf,Netherlands, 2013,National communication / Biennial report,Africa Biogas Partnership Programme,,False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"adaptation, general environmental protection, global climate, impacts on systems and sectors, natural disasters, natural hazards, nature protection, netherlands, projects, risk reduction","Africa, Latin America and the Caribbean, Asia and the Pacific, Europe, North America, Eastern Europe",Climate observation / Early warning,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/a1de82a704c54ccaa30bf9efe397fe21/f6787432515049b19a07e8b411f84b8a.pdf,Netherlands, 2013,National communication / Biennial report,Disaster risk reduction and climate change adaptation alliance,,False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"adaptation, africa, cape verde, climate observation, early warning systems, gambia, marine environment, mauritania, projects, senegal, spain, west africa",Africa,Climate observation / Early warning,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities,"Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"adaptation, climate observation, early warning systems, latin america and the caribbean, south america, spain, weather",Latin America and the Caribbean,Climate observation / Early warning,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,Virtual center for early warning,"Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"adaptation, global climate, interventions, latin america and the caribbean, mitigation, spain, technology transfer",Latin America and the Caribbean,"Agriculture / Forestry / Land-use, Human health, Transport, Climate observation / Early warning, Industry, Waste, Energy, Infrastructure / Settlement (including coastal zones), Tourism, Water",http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,Regional gateway for technology transfer and climate change action in Latin America and the Caribbean (REGATTA project) - UNEP,"Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"asia and the pacific, energy, india, international development, mitigation, renewable energies, spain",Asia and the Pacific,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,New cooperation program between Spanish Centre for the Development of Industrial Technology (CDTI) and Renewable Energy Ministry of  India (MNRE),"Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, benin, burkina faso, cape verde, côte d'ivoire, energy, energy efficiency, gambia, ghana, guinea, guinea-bissau, liberia, mali, mitigation, niger, nigeria, renewable energies, senegal, sierra leone, spain, togo",Africa,Energy,http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,ECREE - Regional Centre for Renewable Energy in the ECOWAS (Economic Community Of West African States) Region,"Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"adaptation, international development, latin america and the caribbean, mitigation, spain",Latin America and the Caribbean,"Agriculture / Forestry / Land-use, Human health, Transport, Climate observation / Early warning, Industry, Waste, Energy, Infrastructure / Settlement (including coastal zones), Tourism, Water",http://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/TTF_tei/b992bd98288a4efa99a4e52c7ad51b3e/6a68405a80b74e23bcb44abc6ba49677.pdf,Spain, 2013,National communication / Biennial report,"Ibero-American Programme for Science, Technology and Development (CYTED)","Table 8 Provision of technology development and transfer support a,b ESP_BR1_v0.1 Sector c Source of the funding for technology transfer Activities undertaken by Status Additional information d Other (Meteorology) Public Public Planned In co-operation with Las Palmas University. Financed by the World Meteorological Organisation through Spanish contributions. Other (Early warning) Public Public Planned In kind contributions of participants and technical support by AEMET (State Meteorology Agency in Spain) Other (All sectors) Public Private and Public Implemented REGATTA´s project is implemented by UNEP and supported mainly by Spain and other donnors. Its main objective is to strengthen capacity and knowledge sharing of climate change technologies and experiences for adaptation and mitigation in Latin America and the Caribbean. The three main components are: on-line Knowledge Platform; key Institutions and Regional Centers of Knowledge and Technology; and specific assistance in mitigation and adaptation to climate change. Activies carried out in 2011 and 2012 can be found in: http://www.cambioclimatico- regatta.org/index.php/es/ . Other (Renewable Energy) Public Public Planned This programme supports future technological cooperation projects and R&D in the field of Renewable Energies Recipient country and/or region Targeted area Countries of West Africa (Pilot project in Cape Verde, Gambia, Mauritania and Senegal) Adaptation South America Adaptation Latin America and the Caribbean Mitigation and Adaptation India Mitigation Burkina Faso, Benin, Cape Verde, Côte d'Ivoire, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Niger, Senegal, Sierra Leone, Togo Mitigation Latin America and the Caribbean Mitigation and Adaptation All Countries Mitigation Measures and activities related to technology transfer MARINMET - Transfer of marine meteorology technology for improving safety of navigation and fishering capacities VIRTUAL CENTRE FOR EARLY WARNING: On-line Coordination of operational warnings of weather hazards by South American weather services Regional Gateway for Technology Transfer and Climate Change Action in Latin America and Caribbean (REGATTA project) - UNEP New cooperation program signed between CDTI (Spanish Centre for the Development of Industrial Technology) and Renewable Energy Ministry of INDIA (MNRE) ECREE - Regional Centre for Renewable Energy in the ECOWAS (Region Economic Community Of West African States) Ibero-American Programme for Science, Technology and Development (CYTED) Clean Energy Ministerial -Working Group Solar and Wind (Solar and Wind Atlas and Needs Assessment Capacity Building in Renewable Energy) Other (Renewable energy and energy efficiency) Public Private and Public Implemented Other (All sectors) Public Private and Public Implemented Other (Renewable Energy) Public Private and Public Implemented The objective of this Center is to promote renewable energy and energy efficiency technologies and projects in ECOWAS. The start up of the Center has been mainly supported by the Spanish Agency for International Development Cooperation (AECID) and has also been technically supported by IDAE (Spanish Institute for Energy Diversification and Saving). More information about the center: www.ecreee.org The CYTED Programme is an intergovernmental multilateral Science and Technology cooperation programme, which aims to combine different perspectives and visions to promote cooperation in Research and Innovation for the development of the Latin America region. The most significant activities carried out by IDAE (Spanish Institute for Energy Diversification and Saving) together with the Spanish Ministry of Industry within this group were: Trainings; Global Solar and Wind Atlas, which will be extended to other technologies, such as geothermal and biomass; and Needs Assessment Capacity Building in Renewable Energy (CaDRE). The Spanish Patent and Trademark Office (OEPM), together with the World Intellectual Property Organization (WIPO) and the European Patent Office (EPO), manages this database, which contains more than one",False,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
