meta_base_url,title,sector,published,window,country,description,secondary_field,keywords,cooperation_type,contact_organization,contact_organization_type,contact_person,contact_employer,contact_email,contact_phone,meta_organization,meta_category,meta_collected_date
http://www.cittc.net/anonym/demandDetail/519,Introduction of International Cooperation Demand,Life Sciences and New Energy,2014.11.01,2 Years,China,"Introduction of International Cooperation Demand:                                                                          Research on Key Technology in Circulating Fluidized Bed Boiler Utilizing Biomass Fuel 
From the beginning of 1970s, reserves of coal, oil and natural gas decreased rapidly because of large-scale exploitation. It is predicted that fossil fuel on the earth will be exhausted in the near future. At present, finding of alternative energy has attracted widespread attention in the world.
Biomass is organic matter formed by direct or indirect photosynthesis of green plant. Biomass includes plant, animal, microorganism and their metabolite. It is a kind of renewable energy. The source of biomass is extensive. The reserve of biomass is fourth next to coal, oil and natural gas. It is predicted by Food and Agriculture Organization of the United Nations (FAO) that 60% of electric power and 40% of fuel will be provided by biomass in 2050s. In the various methods of biomass energy conversion technology, direct combustion is most feasible method of biomass utilization. Biomass is the unique fuel which is renewable and could be stored and transported directly. Meanwhile, it could achieve CO2 zero discharge. Worldwide researchers pay close attention to fluidized bed boiler (CFB) because of the advantages of alternative fuel, waste disposal and environment protection. Developing and designing CFB boiler utilizing biomass fuel has already become present research focus.
Combustion test of typical biomass fuel was carried out on 1MWth CFB combustion test-rig of China Huaneng Clean Energy Research Institute (CERI). The special research on biomass fuel of fuel feeding, stable combustion characteristic, burnout characteristic, coking characteristic and gaseous pollutants(SO2, NOX, etc.) emission were carried out. The physico-chemical characteristic, combustion characteristic and pollutant emission characteristic have been mastered completely. The important theoretical basis was provided for industrialization of CFB boiler utilizing biomass fuel.
There are many problems such as thermodynamic calculation of boiler, stable combustion, feeding system, load capability of boiler, boiler thermal efficiency, corrosion of alkali metal and ash deposition in biomass fuel CFB boiler which have been put into commercial operation in China. Coking in dense phase zone, clogging in Loop seal system and starting deflagration occurred in individual power plants. According to above problems, there is wide cooperation requirement at home and abroad.",Biomass,,Other Mode,China Huaneng Group Clean Energy Technology Research Institute,Overseas Company/Agency,Caopanpan,CITTC,cpp@chinatis.com,+86 10 82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/518,Introduction of International Cooperation Demand,Life Sciences and New Energy,2014.11.01,2 Years,China,"Introduction of International Cooperation Demand:
Molten carbonate fuel cell is a new generation of efficient and clean power generation technology and could combine with coal gasification technologies and gas turbine’s power generation technologies to build IGFC combined cycle power generation system, with power generation efficiency above 65% and bright prospect. The Institute has now built IGCC Demonstrative Power Station and Coal Gasification Hydrogen-Making and CO2 Capture Green Coal Power Laboratory in Tianjin, to demonstrate coal gasification, hydrogen-making, fuel cell power generation, and CO2 capture near-zero emission power generation technologies. 
The Institute has got certain foundations in research of molten carbonate fuel cell technologies and built the laboratory with advanced equipment, and hopes to look for cooperation in transfer of advanced technologies for production of critical parts in large-area molten carbonate fuel cells and design of cell-aided system and develop molten carbonate fuel cell power generation system of large power.",Biomass,,Other Mode,China Huaneng Group Clean Energy Technology Research Institute,Overseas Company/Agency,Caopanpan,CITTC,cpp@chinatis.com,+86 10 82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/500,Introduction of international cooperation demand,Life Sciences and New Energy,2014.11.01,2 Years,China,"Introduction of international cooperation demand: 
The Company is looking for projects at the stage of application for registration by domestic or international R&D institutions, scientific research institutes and enterprises of sustained release preparations, carrier targeted preparations (new technologies, new dosage form) except for anti-cancer and antibiotics projects, and hopes that the cooperative pattern is one-time transfer, patent authorization, cooperative development or other forms of cooperation.",Other,,Other Mode,"Beijing Tide Pharmaceutical Co., Ltd",Overseas Company/Agency,Caopanpan,CITTC,cpp@chinatis.com,+86 10 82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/449,Brief introduction of demand for int’l cooperation,Building Construction,2014.11.01,2 Years,China,"Brief introduction of demand for int’l cooperation:
Analysis result and engineering utilization method of different biomass pyrolysis products (bio-oil in particular)
Method research in reducing secondary cracking under high temperature of coal tar during the process of biomass pyrolysis
Direct reduction technology of gas-based shaft furnace",Energy Efficiency Building,,Other Mode,Beijing Shenwu Environment & Energy Technology Corp.,Overseas Company/Agency,Caopanpan,CITTC,cpp@chinatis.com,+86 10 82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/448,Brief introduction of demand for int’l cooperation,Life Sciences and New Energy,2014.11.01,2 Years,China,"Brief introduction of demand for int’l cooperation:
1. Pursuing R&D cooperation of high-efficient and clean utilization of low-quality coal as lignite, the partner is required to have long-term research of coal combustion, gasification and etc. and experience in extraction of low-quality coal, clean-combustion, and engineering experience of coal chemical industry downstream.
2. Pursing R&D guidance of high-temperature air combustion and gasification technology, the partner is required to have long-term research of combustion, gasification and etc. and experience in burner design, which helps modify the corporate burning system and play the instructive role in the engineering application of the technology.
3. Pursing R&D cooperation of direct reduction iron-making technology of rotary hearth furnace and shaft furnace for improvement and instruction of iron ore selection, pellet fabrication and other processes, the partner is required to have a long-term direct reduction iron-making engineering background, understand gas-based shaft furnace and rotary hearth furnace’s characteristics with practical operational experience. 
4. Pursuing partners capable of instructing corporations’ engagement, promotion and management issues with international engineering projects, contacting with overseas projects’ operation and management of domestic issues, the partner is required to have a long-term experience in overseas cooperation, understanding overseas market environment, local laws, IPR and other issues with outstanding language ability.",Biomass,,Other Mode,Beijing Shenwu Environment & Energy Technology Corp.,Overseas Company/Agency,Caopanpan,CITTC,cpp@chinatis.com,+86 10 82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a94ac9db10005,Overseas Advanced Process and Technology for Production of Overseas Anode Electronic Aluminium Foils,Chemicals,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 60,000-ton electron aluminum foil/year sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The overall plan for the 60,000-ton/year high-voltage anode electronic aluminum foil sub-project-which is divided into 2 phases of development (with 20,000-ton production capacity for the 1st phase and 40,000 for the 2nd phase) -is made by China Nonferrous Metals Processing Technology Co., Ltd. 4 workshops are built for the sub-project including melting & casting workshop, hot-rolling workshop, cold rolling workshop, and dressing and finishing workshop. The preliminary design, civil engineering, and construction of plants have been completed. Raw materials are supplied by the subsidiary including refined aluminum made from three-layer aluminum electrolysis or segregation method.Urgent Technical Problems:Overseas advanced process and technology for production of anode electronic aluminium foils, and supporting equipmentTechnical and Economic Indicators to Be Realized:1. Calculated from the milling process, the comprehensive production rate of anode electronic aluminium foils should be over 85%; 
2. The cubic texture occupancy rate of HV anode electronic aluminium foils should be over 96%;
3. The 520V specific volume of HV anode electronic aluminium foils should be over 0.74μf/cm2.",Other,"advanced process, anode electronic aluminium foils","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a94a48b760004,Technology for Performance Testing of Electronic Aluminium Foil Products,Chemicals,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 60,000-ton electron aluminum foil/year sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The overall plan for the 60,000-ton/year high-voltage anode electronic aluminum foil sub-project-which is divided into 2 phases of development (with 20,000-ton production capacity for the 1st phase and 40,000 for the 2nd phase) -is made by China Nonferrous Metals Processing Technology Co., Ltd. 4 workshops are built for the sub-project including melting & casting workshop, hot-rolling workshop, cold rolling workshop, and dressing and finishing workshop. The preliminary design, civil engineering, and construction of plants have been completed. Raw materials are supplied by the subsidiary including refined aluminum made from three-layer aluminum electrolysis or segregation method.Urgent Technical Problems:Technology for performance testing for anode electronic aluminium foil products, incl. the technology for testing of enrichment of surface microelements, the technology for testing of corrosion characteristics, and the technology for testing of specific volumeTechnical and Economic Indicators to Be Realized:1. Calculated from the milling process, the comprehensive production rate of anode electronic aluminium foils should be over 85%; 
2. The cubic texture occupancy rate of HV anode electronic aluminium foils should be over 96%;
3. The 520V specific volume of HV anode electronic aluminium foils should be over 0.74μf/cm2.",Other,electronic aluminium foil,"Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a94a1b30d0003,Technology for Production of Electronic Aluminium Foil Products,Life Sciences and New Energy,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 60,000-ton electron aluminum foil/year sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The overall plan for the 60,000-ton/year high-voltage anode electronic aluminum foil sub-project-which is divided into 2 phases of development (with 20,000-ton production capacity for the 1st phase and 40,000 for the 2nd phase) -is made by China Nonferrous Metals Processing Technology Co., Ltd. 4 workshops are built for the sub-project including melting & casting workshop, hot-rolling workshop, cold rolling workshop, and dressing and finishing workshop. The preliminary design, civil engineering, and construction of plants have been completed. Raw materials are supplied by the subsidiary including refined aluminum made from three-layer aluminum electrolysis or segregation method.Urgent Technical Problems:The technology for production of electronic aluminium foils for energy saving lamps and LED lampsTechnical and Economic Indicators to Be Realized:1. Calculated from the milling process, the comprehensive production rate of anode electronic aluminium foils should be over 85%; 
2. The cubic texture occupancy rate of HV anode electronic aluminium foils should be over 96%;
3. The 520V specific volume of HV anode electronic aluminium foils should be over 0.74μf/cm2.",Green & Energy Efficient Lighting,electronic aluminium foil,"Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a949f43e60002,Impacts of Microelements on Deformation and Re-crystallization Behaviors of HV Anode Electronic Aluminium Foils,Chemicals,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 60,000-ton electron aluminum foil/year sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The overall plan for the 60,000-ton/year high-voltage anode electronic aluminum foil sub-project-which is divided into 2 phases of development (with 20,000-ton production capacity for the 1st phase and 40,000 for the 2nd phase) -is made by China Nonferrous Metals Processing Technology Co., Ltd. 4 workshops are built for the sub-project including melting & casting workshop, hot-rolling workshop, cold rolling workshop, and dressing and finishing workshop. The preliminary design, civil engineering, and construction of plants have been completed. Raw materials are supplied by the subsidiary including refined aluminum made from three-layer aluminum electrolysis or segregation method.Urgent Technical Problems:Impacts of some microelements on deformation and re-crystallization behaviors of HV anode electronic aluminium foilsTechnical and Economic Indicators to Be Realized:1. Calculated from the milling process, the comprehensive production rate of anode electronic aluminium foils should be over 85%; 
2. The cubic texture occupancy rate of HV anode electronic aluminium foils should be over 96%;
3. The 520V specific volume of HV anode electronic aluminium foils should be over 0.74μf/cm2.",Chemical Processing,"microelements, deformation, re-crystallization, hv anode electronic, aluminium foils","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a949bf3f20001,Process and Technology for Production of Large Flat Ingots by Anode Electronic Aluminium Foils,Chemicals,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 60,000-ton electron aluminum foil/year sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The overall plan for the 60,000-ton/year high-voltage anode electronic aluminum foil sub-project-which is divided into 2 phases of development (with 20,000-ton production capacity for the 1st phase and 40,000 for the 2nd phase) -is made by China Nonferrous Metals Processing Technology Co., Ltd. 4 workshops are built for the sub-project including melting & casting workshop, hot-rolling workshop, cold rolling workshop, and dressing and finishing workshop. The preliminary design, civil engineering, and construction of plants have been completed. Raw materials are supplied by the subsidiary including refined aluminum made from three-layer aluminum electrolysis or segregation method.Urgent Technical Problems:Process and technology for production of large flat ingots by overseas anode electronic aluminium foils, including key processes like smelting, refining, and burdening, as well as on-line degassing and control technology.Technical and Economic Indicators to Be Realized:1. Calculated from the milling process, the comprehensive production rate of anode electronic aluminium foils should be over 85%; 
2. The cubic texture occupancy rate of HV anode electronic aluminium foils should be over 96%;
3. The 520V specific volume of HV anode electronic aluminium foils should be over 0.74μf/cm2.",Other,"large flat ingots, anode electronic aluminium foils","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a948336014a949733760000,Reduce Microelements in Refined Liquid Aluminium via the Refining Process,Chemicals,2014.12.29,2 Years,China,"Related Work Bases:As far as it is concerned, the 42,000-ton/year high-purity aluminum sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The company’s R&D center covers 3,397 m2. It has all the advanced research instruments including the most advanced testing or analyzing instruments. The research center is capable to conduct a variety of tests or analysis. It is entrusted by Inner Mongolia Xinchangjiang Mining Investment Group to undertake the cutting-edge projects involving study of hi-tech aluminum smelting and deep processing, information collection, new product R&D, industry-university-research cooperation, related tests and analysis, etc. The company successfully developed the “60KA new refined aluminum tank”. It has overcome 8 conundrums including reasonable design of shell of the aluminum tank as well as its inner lining, the automatic control system, etc. It has acquired 54 technical renovation achievements. It independently developed the “new baking start-up technology for 60KA refined aluminum tank”. It has acquired 5 patents in China.Urgent Technical Problems :Reduce microelements in refined liquid aluminium via the refining process, especially the content of Mg.Technical and Economic Indicators to Be Realized:Current intensity: 60KA;
Consumption of common aluminium ingots: 1,030Kg/t-Al;
Current efficiency: ≥97%;
Consumption of sodium chloride: 4Kg/t-Al;
Consumption of copper: 5Kg/t-Al
DC power consumption: 14,000KWh/t-A;
Burning loss during casting: ≤0.3%.",Other,"microelements, refined liquid aluminium, refining process","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a803704014a809014970004,Reduce and Control the Content of Fe and Mg,Chemicals,2014.12.25,2 Years,China,"Related Work Bases:As far as it is concerned, the 42,000-ton/year high-purity aluminum sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The company’s R&D center covers 3,397 m2. It has all the advanced research instruments including the most advanced testing or analyzing instruments. The research center is capable to conduct a variety of tests or analysis. It is entrusted by Inner Mongolia Xinchangjiang Mining Investment Group to undertake the cutting-edge projects involving study of hi-tech aluminum smelting and deep processing, information collection, new product R&D, industry-university-research cooperation, related tests and analysis, etc. The company successfully developed the “60KA new refined aluminum tank”. It has overcome 8 conundrums including reasonable design of shell of the aluminum tank as well as its inner lining, the automatic control system, etc. It has acquired 54 technical renovation achievements. It independently developed the “new baking start-up technology for 60KA refined aluminum tank”. It has acquired 5 patents in China.Urgent Technical Problems:How to reduce and control the content of Fe and Mg during the process of production via the three-layer liquid electrolytic method?Technical and Economic Indicators to Be Realized:Current intensity: 60KA;
Consumption of common aluminium ingots: 1,030Kg/t-Al;
Current efficiency: ≥97%;
Consumption of sodium chloride: 4Kg/t-Al;
Consumption of copper: 5Kg/t-Al
DC power consumption: 14,000KWh/t-A;
Burning loss during casting: ≤0.3%.",Chemical Processing,"reduce, control, fe, mg","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a803704014a808b39960003,Technology for Saving Energy and Reducing Consumption during Production of Refined Aluminium via the Three-layer Liquid,Chemicals,2014.12.25,2 Years,China,"Related Work Bases:As far as it is concerned, the 42,000-ton/year high-purity aluminum sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The company’s R&D center covers 3,397 m2. It has all the advanced research instruments including the most advanced testing or analyzing instruments. The research center is capable to conduct a variety of tests or analysis. It is entrusted by Inner Mongolia Xinchangjiang Mining Investment Group to undertake the cutting-edge projects involving study of hi-tech aluminum smelting and deep processing, information collection, new product R&D, industry-university-research cooperation, related tests and analysis, etc. The company successfully developed the “60KA new refined aluminum tank”. It has overcome 8 conundrums including reasonable design of shell of the aluminum tank as well as its inner lining, the automatic control system, etc. It has acquired 54 technical renovation achievements. It independently developed the “new baking start-up technology for 60KA refined aluminum tank”. It has acquired 5 patents in China.Urgent Technical Problems:Technology for saving energy and reducing consumption during production of refined aluminium via the three-layer liquid electrolytic methodTechnical and Economic Indicators to Be Realized:Current intensity: 60KA;
Consumption of common aluminium ingots: 1,030Kg/t-Al;
Current efficiency: ≥97%;
Consumption of sodium chloride: 4Kg/t-Al;
Consumption of copper: 5Kg/t-Al
DC power consumption: 14,000KWh/t-A;
Burning loss during casting: ≤0.3%.",Chemical Processing,technology for saving energy and reducing consumption during production of refined aluminium via the three-layer liquid,"Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a803704014a807aa8110002,Technology for Production of Refined Aluminium via Segregation Method,Chemicals,2014.12.25,2 Years,China,"Related Work Bases:As far as it is concerned, the 42,000-ton/year high-purity aluminum sub-project has the largest production capacity in the world. It is also known to have the most perfect purification method. The company’s R&D center covers 3,397 m2. It has all the advanced research instruments including the most advanced testing or analyzing instruments. The research center is capable to conduct a variety of tests or analysis. It is entrusted by Inner Mongolia Xinchangjiang Mining Investment Group to undertake the cutting-edge projects involving study of hi-tech aluminum smelting and deep processing, information collection, new product R&D, industry-university-research cooperation, related tests and analysis, etc. The company successfully developed the “60KA new refined aluminum tank”. It has overcome 8 conundrums including reasonable design of shell of the aluminum tank as well as its inner lining, the automatic control system, etc. It has acquired 54 technical renovation achievements. It independently developed the “new baking start-up technology for 60KA refined aluminum tank”. It has acquired 5 patents in China.Urgent Technical Problems:Technology for production of refined aluminium via segregation methodTechnical and Economic Indicators to Be Realized:Current intensity: 60KA;
Consumption of common aluminium ingots: 1,030Kg/t-Al;
Current efficiency: ≥97%;
Consumption of sodium chloride: 4Kg/t-Al;
Consumption of copper: 5Kg/t-Al
DC power consumption: 14,000KWh/t-A;
Burning loss during casting: ≤0.3%.",Other,"refined aluminium, segregation method","Joint Development,Technical Service","Inner Mongolia Xinchangjiang Mining Investment Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a803704014a807492060001,Raise the Ratio between Alumina and Silica in Coal Ash via Beneficiation,New Materials,2014.12.25,2 Years,China,"Related Work Bases:The Company has constructed a production line with the annual production of 200,000 tons of aluminium oxide.Urgent Technical Problems:Employ the beneficiation method or other methods to raise the ratio between alumina and silica contained in the coal ash, so as to facilitate the extraction of aluminium oxide from coal ash.Technical and Economic Indicators to Be Realized:Improve the production process and reduce the production cost.",Other,"alumina, silica, coal ash","Joint Development,Technical Service","Inner Mongolia Mengxi High-tech Group Co., Ltd",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a803704014a807076060000,Technology for Production of Aluminium Oxide of Various Types,New Materials,2014.12.25,2 Years,China,"Related Work Bases:The Company has constructed a production line with the annual production of 200,000 tons of aluminium oxide.Urgent Technical Problems:The Company’s existing production process features long route, single products, and excessively high production cost.
The Company needs to optimize the production process, shorten the production route, and produce special aluminium oxide products with high industrial value added.Technical and Economic Indicators to Be Realized:Reduce the production cost.",Other,aluminium oxide,"Joint Development,Technical Service","Inner Mongolia Mengxi High-tech Group Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a7be2bd014a7f09e2f70001,Energy-Saving Device for Core Components of Coal Mining Facilities,Chemicals,2014.12.25,2 Years,China,"Related Work Bases:This program is conducive to the application and promotion of advanced high voltage and high power speed adjustment technology and reactive power compensation technology in coal mining equipment, which will improve the reliability and intelligence of coal mining equipment, thus driving the development of high voltage and high power frequency transformer industry and reactive power compensation devices industry. It is helpful for the application of flameproof speed regulation device characterized by ventilation and machine used in coal enterprises, thus improving the security of coal mining.Urgent Technical Problems:Energy-saving device for core components of coal mining facilitiesTechnical and Economic Indicators to Be Realized:Technical indicator: Reach the internationally-advanced and domestically-leading level.
Economic indicator: Realize the annual output of RMB 540 million Yuan.",Other,"energy-saving, coal mining",Technical Service;Joint Development,"China Coal Kechuang Energy Saving Technology Co., Ltd.",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a7be2bd014a7f06b6230000,"Moving Bed Technology for Integrated Desulfurization, Denitration, and Demercuration of Flue Gas from Power Plants by Dry Powder",Chemicals,2014.12.25,2 Years,China,"Related Work Bases:This program is the moving-bed technology removing exhaust gas and many other pollutants by using integration of drying method of carbon and catalyst  in the second State “863” Project, realizing the successive desulfurization, denitration and mercury removal of moving bed, and the desulfurization and denitration rate is above 80%, which decreasing the overall operating cost by 30%. It was accepted by “863” Project experts in April, 2011.Urgent Technical Problems:Moving bed technology for integrated desulfurization, denitration, and demercuration of flue gas from power plants by dry powder",Other,"desulfurization, denitration, demercuration, dry powder",Technical Service;Joint Development,Yidong Group R&D Center,Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a27dbfb0009,How to Reduce the Concentration of NOx in Furnace Flue Gas,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:The Company’s previous desulfurization process was calcium spraying in the furnace, and the average concentration of NOX in the flue gas is ≤100 mg/m3. In December 2013, the Company added an ex-furnace semidry method desulfurizer to the previous desulfurization facility. After the technical transformation, the ex-furnace and in-furnace desulfurizers operate simultaneously, but the average concentration of NOX in the flue gas was increased (exceeding 200 mg/m3).Urgent Technical Problems:Under the condition that the Company’s process and the coal quality does not change, why is the concentration of NOX increased after the ex-furnace desulfurizer is put into use; how to reduce the concentration of NOx in furnace flue gas?Technical and Economic Indicators to Be Realized:On July 1, 2014, the Company implemented the Emission Standard of Air Pollutants for Thermal Power Plants (GB13223-2011), and according to the requirements of the new standard, the concentration of NOX should be lower than 200 mg/m3.",Other,"nox, furnace flue gas",Joint Development,"Inner Mongolia Yitai Coal-to-Oil Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a25499c0008,Research of Reduction of the Content of NMHC in Exhaust Gas Regenerated from Decarburization,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:To meet the requirements for environment protection, the company decides to take a two-step approach. Firstly, it intends to reform the existing mechanism. It uses desalted water instead of separated water from purified air for liquid-enriched flash steam washing. Then the separated water from the purified air is sent into a synthesizer for recycling. To make it easy to thoroughly replace the oily water from the purified gas separator or the water wash tower, the company positions the purified gas separator as well as the water wash tower desalted water replenishment function at the mouth of the purified gas & water washed circulating pump or the mouth of the recycled gas & water washed circulating pump. If after being technically reformed, the mechanism does not meet the requirements for environment protection, the company proceeds to the next step, that is, it decides to procure a new set of RCO-based (regenerative catalytic oxidizers) furnace or RTO-based (regenerative thermal oxidizers) furnace, including the automatic control system. The domestically made furnace costs about RMB 3 million Yuan while an imported one costs about RMB 5 million Yuan.Urgent Technical Problems:The company uses the two-stage flash evaporation technology for the phase-II carbon removal & solution recycling project to find a solution to the problem of excessive discharge of non-methane hydrocarbon. However, because it is at the design stage, the technology needs to be further tested when the phase-II project goes into operation. RCO-based or RTO-based furnace is the option because on one hand, it is difficult to technically reform the old mechanism with the two-stage flash evaporation technology (since there is no position for the secondary flash tank), and on the other hand, if it builds a new set of RCO-based or RTO-based furnace, the company not only thoroughly finds a solution to unqualified discharge of emissions, but also collects experiences for qualified discharge of large amount of decarbonized gas which is to be generated in the coal-to-liquids process when the phase-II project is put into operation. The detailed plan is to be made after the company consults Synfuels China and Nanjing Chemical Group Research Institute.Technical and Economic Indicators to Be Realized:Satisfy the requirements specified in Integrated Emission Standard of Air Pollutants (GB16297-1996), ensure the NMHC in the air pollutants contained in the current pollution sources is lower than 150mg/m3.",Other,"nmhc, exhaust gas regenerated, decarburization",Joint Development,"Inner Mongolia Yitai Coal-to-Oil Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a21d2cf0007,Comprehensive Utilization of Carbon Dioxide,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:The coal-to-chemical facility produces the byproduct of carbon dioxide, so the research on comprehensive of the carbon dioxide should be conducted while technical transformation, operation optimization, and elevation of coal conversion rate are conducted.Urgent Technical Problems:Deep-going conversion of carbon dioxideTechnical and Economic Indicators to Be Realized:Reduce carbon dioxide emissions.",Other,carbon dioxide,Joint Development,"Inner Mongolia Yitai Coal-to-Oil Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a1fcc690006,Removal of Isohydrocarbon and Olefin by Intermediate Products from Fischer-Tropsch Process,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:Although it is deeply processed, coal-based synthetic wax is dogged with the problem of excessive contents of isohydrocarbon and olefin, which affect performance of the wax.Urgent Technical Problems:Provided it does not damage the existing structure of the synthetic wax, the company decides to improve the quality as well as the use value of the synthetic wax by reducing the contents of isohydrocarbon and olefin.Technical and Economic Indicators to Be Realized:Reach or approach the Sasol wax standard.",Other,"isohydrocarbon, olefin, fischer-tropsch",Joint Development,"Inner Mongolia Yitai Coal-to-Oil Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a1c131b0005,"Coal-to-Chemicals, Coal Deep Processing, and Small Technical Transformation",Chemicals,2014.12.24,2 Years,China,"Urgent Technical Problems:Coal-to-chemicals, coal deep processing, and small technical transformationTechnical and Economic Indicators to Be Realized:Be able to independently complete small technical transformation projects",Other,"coal-to-chemicals, coal deep processing",Technical Service,"Inner Mongolia Yidong Group Dongfang Energy Chemical Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
